,title
2677,Ant Occupation of Twigs in the Leaf Litter of the Atlantic Forest: Influence of the Environment and External Twig Structure
2678,BIODIVERSITY LETTER
2679,Transferability of predictive models of coral reef fish species richness
2680,"BIODIVERSITY RESEARCH On the importance of patch attributes, environmental factors and past human impacts as determinants of perennial plant species richness and diversity in Mediterranean semiarid steppes"
2681,Predicting yellow toadflax infestations in the Flat Tops Wilderness of Colorado
2682,Double trouble: co-infections of chytrid fungi will severely impact widely distributed newts
2683,Impacts of environmental filters on functional redundancy in riparian vegetation
2684,Restoring tropical diversity: beating the time tax on species loss
2685,The Heartland Conservation Process: enhancing biodiversity conservation and livelihoods through landscape-scale conservation planning in Africa
2686,Schistosomiasis in Lake Malaŵ i Villages
2687,"BIMBY&apos;s first steps: a pilot study on the contribution of residential front-yards in Phoenix and Maastricht to biodiversity, ecosystem services and urban sustainability"
2688,"Different arguments, same conclusions: how is action against invasive alien species justified in the context of European policy?"
2689,The importance of water-level Xuctuation for the conservation of shallow water benthic macroinvertebrates: an example in the Andean zone of Chile
2690,Keystone status of plateau pikas (Ochotona curzoniae): effect of control on biodiversity of native birds
2691,State-level variation in conservation investment by a major nongovernmental organization
2692,"Application of bioclimatic models coupled with network analysis for risk assessment of the killer shrimp, Dikerogammarus villosus, in Great Britain"
2693,Designing nature reserves: traditional criteria may act as misleading indicators of quality
2694,A small mammal&apos;s map: identifying and improving the large-scale and cross-border habitat connectivity for the hazel dormouse Muscardinus avellanarius in a fragmented agricultural landscape
2695,Fundamental insights on when social network data are most critical for conservation planning
2696,Quantifying ecological responses to amplified water level fluctuations in standing waters: an experimental approach
2697,Ecology of butterflies in natural and selectively logged forests of northern Borneo: the importance of habitat heterogeneity
2698,
2699,Journal of Natural History Three new Mexican species of the endemic Athysanini leafhopper genus Devolana DeLong (Hemiptera: Cicadellidae) from the tropical dry forest Three new Mexican species of the endemic Athysanini leafhopper genus Devolana DeLong (Hemiptera: Cicadellidae) from the tropical dry forest
2700,"Effect of seasonality and physicochemical parameters on bacterial communities in two hot spring microbial mats from Araró, Mexico Efecto de la estacionalidad y de los parámetros fisicoquímicos sobre las comunidades bacterianas de tapetes microbianos de manantiales termales de Araró, México-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/). bajo la licencia CC BY-NC-ND (http://creativecommons.org/licenses/by-nc-nd/4.0/)"
2701,The effectiveness of a Mesoamerican &apos;paper park&apos; in conserving cloud forest avifauna
2702,Willing or unwilling to share primary biodiversity data: results and implications of an international survey
2703,Modelling habitat preferences of feral pigs for rooting in lowland rainforest
2704,Biosecurity risk factors presented by international vessels: a statistical analysis
2705,"Insect rarity, extinction and conservation in urban Rome (Italy): a 120-year-long study of tenebrionid beetles"
2706,Special Issue -Causes and patterns of diversity in China The influence of species pools and local processes on the community structure: a test case with woody plant communities in China&apos;s mountains
2707,Microbial assemblages reflect environmental heterogeneity in alpine streams
2708,Does restoration help the conservation of the threatened forest of Robinson Crusoe Island? The impact of forest gap attributes on endemic plant species richness and exotic invasions
2709,Exploring the attitudes to and uptake of biosecurity practices for invasive non-native species: views amongst stakeholder organisations working in UK natural environments
2710,Environmental and land use determinants of grassland patch diversity in the western and eastern Alps under agro-pastoral abandonment
2711,Integrating biodiversity and drinking water protection goals through geographic analysis
2712,"Additional lines of evidence provide new insights into species diversity of the Paphia subgenus Protapes (Mollusca, Bivalvia, Veneridae) in seas of south China"
2713,Establishing Representative No-Take Areas in the Great Barrier Reef: Large-Scale Implementation of Theory on Marine Protected Areas
2714,The responses of leaf litter ant communities to wildfires in the Brazilian Amazon: a multi-region assessment
2715,
2716,Questioning the ecosystem services argument for biodiversity conservation
2717,Whence useful plants? A direct relationship between biodiversity and useful plants among the Dusun of Mt. Kinabalu
2718,Journal of Ethnobiology and Ethnomedicine Model and experiences of initiating collaboration with traditional healers in validation of ethnomedicines for HIV/AIDS in Namibia
2719,"Potential impact of viticulture expansion on habitat types in the Cape Floristic Region, South Africa"
2720,Geographic assessment of present protected areas in Japan for representativeness of forest communities
2721,Applying complementary species vulnerability assessments to improve conservation strategies in the Galapagos Marine Reserve
2722,An ethnomedicinal study of the Seri people; a group of hunter-gatherers and fishers native to the Sonoran Desert An ethnomedicinal study of the Seri people; a group of hunter-gatherers and fishers native to the Sonoran Desert
2723,Biological legacies buffer local species extinction after logging
2724,"An inverse latitudinal biodiversity pattern in asellote isopods (Crustacea, Peracarida) from the Southwest Atlantic between 35°and 56°S"
2725,Stormwater ponds as habitat for Odonata in urban areas: the importance of obligate wetland plant species
2726,"New and poorly known Palaearctic fungus gnats (Diptera, Sciaroidea)"
2727,Preparing for Human Expansion into Exurban Riparian Areas
2728,Land-sparing agriculture sustains higher levels of avian 1 functional diversity than land sharing 2 Running head: Functional diversity of forest and farmland
2729,The use of military bunkers by the European badger and red fox in Western Europe
2730,Protected areas -protected from a greater &apos;what&apos;?
2731,"Primary productivity and species richness: relationships among functional guilds, residency groups and vagility classes at multiple spatial scales"
2732,Biodiversity of Collembola and their functional role in the ecosystem
2733,Differences in the community composition of nocturnal Lepidoptera between native and invaded forests are linked to the habitat structure
2734,Assessing the conservation status of the land snail Oreohelix peripherica wasatchensis (Family Oreohelicidae)
2735,Intensive management reduces butterfly diversity over time in urban green spaces
2736,Multi-scale occupancy estimation and modelling using multiple detection methods
